"id","card_id","creation_date","last_update","provider_card_id","design","activation_date","deactivation_date","deactivation_reason","shipping_address_id","pin_set_date","pin_id","last_pan_digits"
"199,317","110,254",2020-01-06 21:08:57,2020-07-20 08:33:16,"110254_1",black_physical,2020-01-22 22:27:27,2020-07-22 13:20:46,program_terminated,,2020-01-22 22:28:04,,
"199,321","110,261",2020-01-06 21:57:03,2020-07-20 08:33:26,"110261_5",black_physical,2020-02-11 19:20:57,2020-07-22 13:20:46,program_terminated,,2020-02-11 19:21:32,,
"199,325","110,271",2020-01-06 23:39:57,2020-07-20 08:33:36,"110271_1",black_physical,2020-03-08 01:35:46,2020-07-22 13:20:46,program_terminated,,2020-03-08 01:36:24,,
"199,329","110,284",2020-01-07 02:27:38,2020-01-07 02:27:38,"5e13ec99f6cddd5c928d7eb8",orange_physical,,,program_terminated,,,,
"199,333","110,290",2020-01-07 03:33:18,2020-07-20 08:33:54,"110290_2",black_physical,2020-02-05 23:40:34,2020-07-22 13:20:46,program_terminated,,2020-02-05 23:41:28,,
"199,337","110,296",2020-01-07 04:56:27,2020-01-07 04:56:27,PENDING-5-9896923-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,341","110,307",2020-01-07 13:16:56,2020-07-20 08:34:12,"110307_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,345","110,314",2020-01-07 14:52:03,2020-07-20 08:34:20,"110314_2",black_physical,2020-02-01 12:23:01,2020-07-22 13:20:46,program_terminated,,2020-02-01 12:23:17,,
"199,349","110,322",2020-01-07 16:04:09,2020-07-20 08:34:29,"110322_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,353","110,327",2020-01-07 16:33:13,2020-07-20 08:34:36,"110327_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,357","110,334",2020-01-07 17:24:44,2020-07-20 08:34:45,"110334_2",black_physical,2020-02-05 22:19:28,2020-07-22 13:20:46,program_terminated,,2020-02-05 22:19:53,,
"199,361","110,339",2020-01-07 18:22:37,2020-07-20 08:34:53,"110339_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,365","110,350",2020-01-07 19:44:46,2020-07-20 08:35:02,"110350_2",black_physical,2020-02-10 23:01:12,2020-07-22 13:20:46,program_terminated,,2020-02-10 23:01:48,,
"199,369","110,355",2020-01-07 21:28:11,2020-07-20 08:35:07,"110355_1",black_physical,2020-07-15 23:07:56,2020-07-22 13:20:46,program_terminated,,2020-07-15 23:08:17,,
"199,373","110,362",2020-01-08 00:10:19,2020-07-20 08:35:16,"110362_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,377","110,370",2020-01-08 01:37:39,2020-07-20 08:35:24,"110370_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,381","110,377",2020-01-08 02:38:10,2020-07-20 08:35:33,"110377_2",black_physical,2020-02-01 01:31:52,2020-07-22 13:20:46,program_terminated,,2020-02-01 01:32:11,,
"199,385","110,383",2020-01-08 06:42:33,2020-07-20 08:35:39,"110383_1",black_physical,2020-01-20 16:11:34,2020-07-22 13:20:46,program_terminated,,2020-07-17 00:15:25,,
"199,389","110,389",2020-01-08 11:47:24,2020-07-20 08:35:45,"110389_2",black_physical,2020-02-03 18:37:00,2020-07-22 13:20:46,program_terminated,,2020-02-04 15:42:45,,
"199,393","110,395",2020-01-08 14:23:46,2020-07-20 08:35:51,"110395_2",black_physical,2020-02-07 16:06:37,2020-07-22 13:20:46,program_terminated,,2020-02-07 16:07:08,,
"199,397","110,404",2020-01-08 15:30:46,2020-07-20 08:35:57,"110404_9",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,401","110,410",2020-01-08 16:31:55,2020-07-20 08:36:06,"110410_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,405","110,416",2020-01-08 17:24:40,2020-07-20 08:36:11,"110416_1",black_physical,2020-01-22 16:26:14,2020-07-22 13:20:46,program_terminated,,2020-01-22 16:26:28,,
"199,168","109,983",2020-01-01 13:31:43,2020-07-20 08:28:33,"109983_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,172","109,988",2020-01-01 17:39:43,2020-07-20 08:28:39,"109988_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,176","109,992",2020-01-01 18:45:23,2020-07-20 08:28:45,"109992_1",black_physical,2020-03-24 23:50:29,2020-07-22 13:20:46,program_terminated,,2020-03-24 23:51:13,,
"199,180","109,999",2020-01-01 22:33:04,2020-07-20 08:28:51,"109999_3",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,184","110,010",2020-01-02 03:41:32,2020-07-20 08:29:00,"110010_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,188","108,357",2020-01-02 10:44:48,2020-01-02 10:44:48,"5e0dc9a04ba91969d1bfb269",orange_physical,,,program_terminated,,,,
"199,192","110,024",2020-01-02 14:51:07,2020-07-20 08:29:10,"110024_3",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,196","110,029",2020-01-02 16:19:15,2020-07-20 08:29:16,"110029_3",black_physical,2020-03-01 17:55:08,2020-07-22 13:20:46,program_terminated,,2020-03-01 17:55:20,,
"199,200","110,035",2020-01-02 18:59:48,2020-07-14 20:38:19,"110035_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,204","110,042",2020-01-02 20:13:09,2020-07-20 08:29:29,"110042_1",black_physical,2020-01-25 00:41:32,2020-07-22 13:20:46,program_terminated,,2020-01-25 00:41:49,,
"199,208","110,051",2020-01-02 22:41:11,2020-07-20 08:29:40,"110051_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,212","110,058",2020-01-02 23:32:32,2020-07-20 08:29:45,"110058_1",black_physical,2020-01-24 01:46:25,2020-07-22 13:20:46,program_terminated,,2020-01-24 01:46:49,,
"199,216","110,062",2020-01-02 23:47:54,2020-07-20 08:29:51,"110062_1",black_physical,2020-01-15 02:06:54,2020-07-22 13:20:46,program_terminated,,2020-01-15 02:07:10,,
"199,220","110,067",2020-01-03 00:20:23,2020-07-20 08:29:56,"110067_1",black_physical,2020-04-02 10:29:29,2020-07-22 13:20:46,program_terminated,,2020-04-02 10:29:40,,
"199,224","110,082",2020-01-03 08:43:03,2020-07-20 08:30:08,"110082_1",black_physical,2020-01-25 21:08:46,2020-07-22 13:20:46,program_terminated,,2020-01-25 21:09:13,,
"199,228","110,087",2020-01-03 12:35:52,2020-07-20 08:30:15,"110087_1",black_physical,2020-01-27 19:14:04,2020-07-22 13:20:46,program_terminated,,2020-01-27 19:14:22,,
"199,232","110,094",2020-01-03 15:44:01,2020-07-20 08:30:25,"110094_1",black_physical,2020-01-24 09:57:48,2020-07-22 13:20:46,program_terminated,,2020-01-24 09:58:15,,
"199,236","110,098",2020-01-03 17:06:16,2020-07-20 08:30:28,"110098_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,240","110,108",2020-01-03 21:15:33,2020-07-20 08:30:42,"110108_2",black_physical,2020-02-05 22:59:19,2020-07-22 13:20:46,program_terminated,,2020-02-05 22:59:42,,
"199,244","110,115",2020-01-04 00:04:22,2020-07-20 08:30:46,"110115_2",black_physical,2020-02-17 18:25:01,2020-07-22 13:20:46,program_terminated,,2020-02-17 18:25:18,,
"199,248","110,122",2020-01-04 02:36:43,2020-07-20 08:30:54,"110122_2",black_physical,2020-02-25 00:35:35,2020-07-22 13:20:46,program_terminated,,2020-02-25 00:35:59,,
"199,252","110,127",2020-01-04 08:19:05,2020-07-20 08:31:01,"110127_3",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,256","110,134",2020-01-04 13:23:51,2020-07-20 08:31:10,"110134_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,260","110,139",2020-01-04 14:09:35,2020-07-20 08:31:16,"110139_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,264","110,143",2020-01-04 15:21:49,2020-07-20 08:31:20,"110143_2",black_physical,2020-02-13 09:29:32,2020-07-22 13:20:46,program_terminated,,2020-02-13 09:29:50,,
"199,268","110,160",2020-01-04 22:56:13,2020-07-20 08:31:32,"110160_1",black_physical,2020-01-10 17:17:19,2020-07-22 13:20:46,program_terminated,,2020-01-10 17:17:41,,
"199,272","110,169",2020-01-05 05:35:38,2020-07-20 08:31:41,"110169_1",black_physical,2020-01-25 20:24:00,2020-07-22 13:20:46,program_terminated,,2020-01-25 20:25:02,,
"199,276","110,178",2020-01-05 15:01:49,2020-01-30 00:05:51,"110178_2",black_physical,2020-01-30 00:05:30,2020-07-22 13:20:46,program_terminated,,2020-01-30 00:05:51,,
"199,280","110,186",2020-01-05 16:22:07,2020-07-20 08:31:59,"110186_2",black_physical,2020-02-04 19:34:27,2020-07-22 13:20:46,program_terminated,,2020-02-04 19:34:40,,
"199,284","110,195",2020-01-05 19:51:36,2020-07-20 08:32:09,"110195_1",black_physical,2020-02-10 21:32:17,2020-07-22 13:20:46,program_terminated,,2020-02-10 21:32:41,,
"199,288","110,200",2020-01-05 23:05:21,2020-07-20 08:32:14,"110200_2",black_physical,2020-01-31 11:28:43,2020-07-22 13:20:46,program_terminated,,2020-01-31 11:29:51,,
"199,292","110,211",2020-01-06 11:50:14,2020-07-20 08:32:24,"110211_1",black_physical,2020-02-05 14:55:15,2020-07-22 13:20:46,program_terminated,,2020-02-05 14:55:45,,
"199,296","110,216",2020-01-06 14:47:52,2020-07-20 08:32:30,"110216_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,300","110,223",2020-01-06 15:26:58,2020-07-20 08:32:41,"110223_2",black_physical,2020-02-15 23:43:18,2020-07-22 13:20:46,program_terminated,,2020-02-15 23:43:35,,
"199,304","110,233",2020-01-06 16:06:01,2020-07-20 08:32:50,"110233_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,308","110,241",2020-01-06 16:58:02,2020-07-20 08:32:59,"110241_10",black_physical,2020-04-14 20:54:54,2020-07-22 13:20:46,program_terminated,,2020-04-14 20:55:10,,
"199,312","110,246",2020-01-06 17:32:03,2020-01-06 17:32:03,PENDING-5-7402486-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,316","110,253",2020-01-06 20:12:57,2020-07-20 08:33:14,"110253_1",black_physical,2020-01-21 18:37:16,2020-07-22 13:20:46,program_terminated,,2020-01-21 18:37:51,,
"199,320","110,257",2020-01-06 21:28:01,2020-07-20 08:33:20,"110257_2",black_physical,2020-02-20 18:04:25,2020-07-22 13:20:46,program_terminated,,2020-06-20 13:38:39,,
"199,324","110,268",2020-01-06 22:48:29,2020-07-20 08:33:32,"110268_1",black_physical,2020-03-02 13:44:52,2020-07-22 13:20:46,program_terminated,,2020-03-02 13:45:51,,
"199,328","110,278",2020-01-07 01:03:10,2020-07-20 08:33:41,"110278_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,332","110,288",2020-01-07 03:25:52,2020-07-20 08:33:52,"110288_2",black_physical,2020-01-30 16:12:01,2020-07-22 13:20:46,program_terminated,,2020-01-30 16:12:33,,
"199,336","110,295",2020-01-07 04:47:21,2020-07-20 08:34:01,"110295_1",black_physical,2020-02-29 13:23:31,2020-07-22 13:20:46,program_terminated,,2020-02-29 13:24:39,,
"199,340","110,304",2020-01-07 11:31:20,2020-07-20 08:34:11,"110304_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,344","110,310",2020-01-07 14:25:18,2020-07-20 08:34:15,"110310_1",black_physical,2020-01-21 19:33:35,2020-07-22 13:20:46,program_terminated,,2020-01-21 19:34:14,,
"199,348","110,321",2020-01-07 16:01:35,2020-07-20 08:34:27,"110321_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,352","110,326",2020-01-07 16:25:29,2020-07-20 08:34:35,"110326_1",black_physical,2020-01-28 16:07:59,2020-07-22 13:20:46,program_terminated,,2020-01-28 16:08:28,,
"199,356","110,330",2020-01-07 16:52:01,2020-07-20 08:34:40,"110330_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,360","110,338",2020-01-07 18:06:51,2020-07-20 08:34:51,"110338_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,364","110,346",2020-01-07 18:54:52,2020-07-20 08:34:59,"110346_2",black_physical,2020-02-05 00:12:27,2020-07-22 13:20:46,program_terminated,,2020-02-05 00:13:05,,
"199,368","110,354",2020-01-07 21:24:21,2020-07-20 08:35:05,"110354_1",black_physical,2020-05-20 23:37:09,2020-07-22 13:20:46,program_terminated,,2020-05-20 23:37:26,,
"199,372","110,361",2020-01-07 23:50:37,2020-07-20 08:35:15,"110361_2",black_physical,2020-03-10 01:22:47,2020-07-22 13:20:46,program_terminated,,2020-03-10 01:23:37,,
"199,376","110,369",2020-01-08 01:28:30,2020-07-20 08:35:23,"110369_2",black_physical,2020-02-03 17:02:17,2020-07-22 13:20:46,program_terminated,,2020-02-27 14:18:31,,
"199,380","110,376",2020-01-08 02:36:16,2020-07-20 08:35:31,"110376_1",black_physical,2020-01-23 18:15:39,2020-07-22 13:20:46,program_terminated,,2020-01-23 18:16:00,,
"199,384","110,382",2020-01-08 04:23:06,2020-07-20 08:35:37,"110382_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,388","110,388",2020-01-08 11:25:08,2020-07-20 08:35:43,"110388_2",black_physical,2020-02-17 23:38:46,2020-07-22 13:20:46,program_terminated,,2020-02-17 23:39:14,,
"199,392","110,393",2020-01-08 13:52:33,2020-07-20 08:35:50,"110393_2",black_physical,2020-02-04 22:32:51,2020-07-22 13:20:46,program_terminated,,2020-02-04 22:33:07,,
"199,396","110,403",2020-01-08 15:24:41,2020-07-20 08:35:56,"110403_1",black_physical,2020-01-16 02:48:34,2020-07-22 13:20:46,program_terminated,,2020-01-16 02:48:55,,
"199,400","110,408",2020-01-08 16:11:44,2020-07-20 08:36:03,"110408_3",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,404","110,415",2020-01-08 17:13:54,2020-07-20 08:36:09,"110415_2",black_physical,2020-02-03 18:20:20,2020-07-22 13:20:46,program_terminated,,2020-02-03 18:20:45,,
"199,408","110,423",2020-01-08 19:06:40,2020-07-20 08:36:21,"110423_2",black_physical,2020-02-19 21:15:07,2020-07-22 13:20:46,program_terminated,,2020-03-03 20:15:46,,
"199,412","110,428",2020-01-08 20:09:37,2020-07-20 08:36:25,"110428_1",black_physical,2020-01-27 00:30:35,2020-07-22 13:20:46,program_terminated,,2020-01-27 00:37:02,,
"199,416","110,438",2020-01-08 21:35:31,2020-07-20 08:36:36,"110438_2",black_physical,2020-02-25 11:35:03,2020-07-22 13:20:46,program_terminated,,2020-02-25 11:35:32,,
"199,420","110,445",2020-01-08 23:06:45,2020-07-20 08:36:47,"110445_2",black_physical,2020-02-04 23:17:19,2020-07-22 13:20:46,program_terminated,,2020-02-04 23:17:33,,
"199,424","110,450",2020-01-08 23:27:38,2020-07-20 08:36:54,"110450_2",black_physical,2020-02-11 23:39:08,2020-07-22 13:20:46,program_terminated,,2020-03-16 19:34:45,,
"199,428","110,455",2020-01-09 00:00:51,2020-07-20 08:37:00,"110455_1",black_physical,2020-01-27 17:19:02,2020-07-22 13:20:46,program_terminated,,2020-01-27 17:19:20,,
"199,432","110,461",2020-01-09 00:37:42,2020-07-20 08:37:09,"110461_2",black_physical,2020-01-31 16:03:58,2020-07-22 13:20:46,program_terminated,,2020-01-31 16:04:30,,
"199,436","110,465",2020-01-09 00:48:17,2020-01-09 00:48:17,PENDING-5-9898165-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,440","110,472",2020-01-09 02:48:45,2020-07-20 08:37:23,"110472_2",black_physical,2020-02-06 15:08:20,2020-07-22 13:20:46,program_terminated,,2020-02-06 15:08:38,,
"199,444","110,480",2020-01-09 03:47:27,2020-07-20 08:37:33,"110480_2",black_physical,2020-02-21 03:06:52,2020-07-22 13:20:46,program_terminated,,2020-02-21 03:07:39,,
"199,448","110,486",2020-01-09 07:01:52,2020-07-20 08:37:39,"110486_2",black_physical,2020-02-13 15:30:31,2020-07-22 13:20:46,program_terminated,,2020-02-13 15:30:47,,
"199,452","110,492",2020-01-09 12:15:33,2020-07-20 08:37:46,"110492_2",black_physical,2020-02-04 23:52:50,2020-07-22 13:20:46,program_terminated,,2020-02-04 23:53:06,,
"199,456","110,497",2020-01-09 13:04:42,2020-07-20 08:37:51,"110497_2",black_physical,2020-02-03 22:59:24,2020-07-22 13:20:46,program_terminated,,2020-02-03 23:00:47,,
"199,460","110,504",2020-01-09 15:05:16,2020-01-20 04:44:10,"5e17412cbdda3ba7d335c67e",orange_physical,2020-01-20 04:44:01,,program_terminated,,2020-01-20 04:44:10,,
"199,464","110,511",2020-01-09 16:51:27,2020-07-20 08:38:03,"110511_2",black_physical,2020-02-04 12:55:16,2020-07-22 13:20:46,program_terminated,,2020-02-04 12:55:45,,
"199,468","110,520",2020-01-09 18:10:52,2020-01-09 18:10:52,PENDING-5-9898634-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,472","110,528",2020-01-09 19:53:25,2020-01-09 19:53:25,PENDING-5-9381805-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,476","110,532",2020-01-09 21:12:23,2020-07-20 08:38:25,"110532_2",black_physical,2020-02-08 15:50:33,2020-07-22 13:20:46,program_terminated,,2020-02-08 15:50:54,,
"199,480","110,541",2020-01-10 00:40:57,2020-07-20 08:38:34,"110541_1",black_physical,2020-01-25 05:39:33,2020-07-22 13:20:46,program_terminated,,2020-01-25 05:39:54,,
"199,484","110,548",2020-01-10 03:12:51,2020-07-20 08:38:39,"110548_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,488","110,562",2020-01-10 14:37:18,2020-07-20 08:38:46,"110562_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,492","110,579",2020-01-10 17:39:35,2020-07-20 08:39:03,"110579_2",black_physical,2020-02-03 18:24:03,2020-07-22 13:20:46,program_terminated,,2020-02-03 18:24:28,,
"199,496","110,587",2020-01-10 19:26:57,2020-07-20 08:39:13,"110587_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,500","110,602",2020-01-10 23:11:37,2020-07-20 08:39:32,"110602_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,504","110,614",2020-01-11 11:47:59,2020-01-19 16:28:31,"5e19b5ef42b699a47264abfe",orange_physical,2020-01-19 16:28:20,,program_terminated,,2020-01-19 16:28:31,,
"199,508","110,619",2020-01-11 15:37:29,2020-07-20 08:39:50,"110619_1",black_physical,2020-01-25 18:24:42,2020-07-22 13:20:46,program_terminated,,2020-01-25 18:25:02,,
"199,512","110,626",2020-01-11 18:05:00,2020-01-11 18:05:00,PENDING-5-9899816-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,516","110,631",2020-01-11 20:12:15,2020-01-11 20:12:15,PENDING-5-9899885-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,520","110,637",2020-01-11 22:09:27,2020-01-11 22:09:27,PENDING-5-9899961-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,524","110,646",2020-01-12 00:37:19,2020-07-20 08:40:22,"110646_1",black_physical,2020-01-21 15:38:59,2020-07-22 13:20:46,program_terminated,,2020-02-12 19:18:44,,
"199,528","110,656",2020-01-12 04:04:29,2020-07-20 08:40:31,"110656_1",black_physical,2020-01-22 16:01:48,2020-07-22 13:20:46,program_terminated,,2020-01-22 16:02:12,,
"199,532","110,665",2020-01-12 14:23:18,2020-07-20 08:40:40,"110665_1",black_physical,2020-01-21 21:09:04,2020-07-22 13:20:46,program_terminated,,2020-01-21 21:09:14,,
"199,536","110,672",2020-01-12 17:55:10,2020-07-20 08:40:48,"110672_5",black_physical,2020-03-14 15:25:24,2020-07-22 13:20:46,program_terminated,,2020-03-14 15:26:02,,
"199,540","110,676",2020-01-12 19:05:30,2020-01-12 19:05:30,PENDING-5-9900373-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,544","110,687",2020-01-12 23:04:42,2020-07-20 08:41:00,"110687_6",black_physical,2020-04-07 15:08:01,2020-07-22 13:20:46,program_terminated,,2020-04-07 15:08:36,,
"199,548","110,692",2020-01-13 01:24:11,2020-01-13 01:24:11,PENDING-5-9900476-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,552","110,698",2020-01-13 06:05:41,2020-07-20 08:41:12,"110698_7",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,556","110,710",2020-01-13 13:15:38,2020-01-13 13:15:38,PENDING-5-9900847-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,560","110,714",2020-01-13 14:45:55,2020-01-13 14:45:55,PENDING-5-8423901-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,564","110,725",2020-01-13 17:25:22,2020-07-20 08:41:38,"110725_1",black_physical,2020-01-23 15:45:17,2020-07-22 13:20:46,program_terminated,,2020-01-23 15:45:37,,
"199,568","110,738",2020-01-13 21:23:33,2020-01-13 21:23:33,"110738_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,572","110,745",2020-01-13 22:15:33,2020-07-20 08:41:51,"110745_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,576","110,754",2020-01-14 00:50:26,2020-07-20 08:42:00,"110754_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,580","110,760",2020-01-14 01:55:26,2020-07-20 08:42:07,"110760_1",black_physical,2020-02-05 12:18:33,2020-07-22 13:20:46,program_terminated,,2020-02-05 12:18:44,,
"199,584","110,767",2020-01-14 07:06:02,2020-07-20 08:42:13,"110767_1",black_physical,2020-02-11 16:25:33,2020-07-22 13:20:46,program_terminated,,2020-02-11 16:25:47,,
"199,588","110,774",2020-01-14 11:05:23,2020-07-20 08:42:20,"110774_1",black_physical,2020-01-22 22:43:26,2020-07-22 13:20:46,program_terminated,,2020-01-22 22:43:39,,
"199,592","110,788",2020-01-14 13:43:44,2020-07-20 08:42:31,"110788_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,596","110,802",2020-01-14 16:41:03,2020-07-20 08:42:42,"110802_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,600","110,806",2020-01-14 17:55:38,2020-07-20 08:42:48,"110806_12",black_physical,2020-03-29 17:26:44,2020-07-22 13:20:46,program_terminated,,2020-04-10 01:08:47,,
"199,604","110,820",2020-01-14 20:39:09,2020-01-14 20:39:09,PENDING-5-8807922-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,608","110,825",2020-01-14 21:24:48,2020-07-20 08:43:04,"110825_1",black_physical,2020-02-03 23:34:12,2020-07-22 13:20:46,program_terminated,,2020-02-03 23:35:48,,
"199,612","110,844",2020-01-15 02:50:05,2020-01-15 02:50:05,PENDING-5-9901738-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,616","110,858",2020-01-15 12:10:34,2020-07-20 08:43:28,"110858_1",black_physical,2020-01-21 19:45:08,2020-07-22 13:20:46,program_terminated,,2020-01-21 19:45:26,,
"199,620","110,867",2020-01-15 13:50:16,2020-07-20 08:43:37,"110867_1",black_physical,2020-01-22 17:29:14,2020-07-22 13:20:46,program_terminated,,2020-01-22 17:30:05,,
"199,624","110,871",2020-01-15 14:50:31,2020-01-15 14:50:31,PENDING-5-7876165-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,628","110,879",2020-01-15 16:31:57,2020-07-20 08:43:46,"110879_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,632","110,892",2020-01-15 20:58:16,2020-07-20 08:43:57,"110892_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,636","110,904",2020-01-15 23:13:01,2020-07-20 08:44:05,"110904_1",black_physical,2020-01-30 14:14:31,2020-07-22 13:20:46,program_terminated,,2020-01-30 14:14:47,,
"199,640","110,910",2020-01-16 00:15:15,2020-07-20 08:44:14,"110910_1",black_physical,2020-05-01 00:56:55,2020-07-22 13:20:46,program_terminated,,2020-05-01 00:57:57,,
"199,644","110,919",2020-01-16 02:50:52,2020-07-20 08:44:22,"110919_1",black_physical,2020-01-29 22:36:06,2020-07-22 13:20:46,program_terminated,,2020-01-29 22:37:51,,
"199,648","110,932",2020-01-16 11:04:19,2020-07-20 08:44:28,"110932_2",black_physical,2020-02-04 11:51:12,2020-07-22 13:20:46,program_terminated,,2020-02-04 11:51:58,,
"199,652","110,937",2020-01-16 13:35:01,2020-07-20 08:44:36,"110937_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,656","110,947",2020-01-16 16:53:01,2020-07-20 08:44:47,"110947_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,660","110,952",2020-01-16 18:01:48,2020-07-20 08:44:51,"110952_1",black_physical,2020-02-04 18:57:36,2020-07-22 13:20:46,program_terminated,,2020-02-04 18:58:41,,
"199,664","110,961",2020-01-16 19:43:12,2020-07-20 08:45:00,"110961_1",black_physical,2020-01-28 16:40:30,2020-07-22 13:20:46,program_terminated,,2020-01-28 16:41:51,,
"199,668","110,969",2020-01-16 20:44:14,2020-01-16 20:44:14,"110969_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,672","110,975",2020-01-16 22:09:49,2020-07-20 08:45:18,"110975_1",black_physical,2020-01-28 12:30:53,2020-07-22 13:20:46,program_terminated,,2020-01-28 12:31:11,,
"199,676","110,990",2020-01-17 02:38:52,2020-01-17 02:38:52,PENDING-5-9903529-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,680","111,004",2020-01-17 12:42:11,2020-07-20 08:45:42,"111004_1",black_physical,2020-01-29 23:37:38,2020-07-22 13:20:46,program_terminated,,2020-01-29 23:38:02,,
"199,684","111,012",2020-01-17 14:52:56,2020-07-20 08:45:49,"111012_1",black_physical,2020-01-29 13:54:22,2020-07-22 13:20:46,program_terminated,,2020-01-29 13:55:31,,
"199,688","111,021",2020-01-17 16:05:53,2020-01-17 16:05:53,PENDING-5-9903856-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,692","111,038",2020-01-17 19:27:34,2020-07-20 08:46:06,"111038_1",black_physical,2020-01-29 22:59:23,2020-07-22 13:20:46,program_terminated,,2020-01-29 22:59:41,,
"199,696","111,051",2020-01-18 02:16:45,2020-01-18 02:16:45,PENDING-5-9904190-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,700","111,056",2020-01-18 05:27:59,2020-07-20 08:46:20,"111056_3",black_physical,2020-02-08 15:06:47,2020-07-22 13:20:46,program_terminated,,2020-02-08 15:08:20,,
"199,704","111,063",2020-01-18 13:13:37,2020-07-20 08:46:30,"111063_1",black_physical,2020-03-05 13:45:18,2020-07-22 13:20:46,program_terminated,,2020-03-05 13:46:06,,
"199,708","111,070",2020-01-18 16:08:40,2020-07-20 08:46:35,"111070_1",black_physical,2020-01-28 23:44:58,2020-07-22 13:20:46,program_terminated,,2020-01-28 23:45:20,,
"199,712","111,081",2020-01-18 20:37:28,2020-01-18 20:37:28,PENDING-5-8869205-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,716","111,088",2020-01-18 22:27:47,2020-07-20 08:46:49,"111088_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
