card,activation_date,deactivation_date,activedays
"113,240",2020-03-21 15:32:35,2020-07-22 13:20:46,123
"113,281",2020-03-25 15:43:34,2020-07-22 13:20:46,119
"114,197",2020-04-07 00:27:51,2020-07-22 13:20:46,106
"114,206",2020-03-14 12:25:44,2020-11-30 10:07:03,261
"114,224",2020-03-26 10:48:55,2020-10-16 15:26:13,204
"114,182",2020-03-24 11:37:01,2020-11-30 10:02:34,251
"114,251",2020-04-01 15:09:39,2020-11-30 10:07:04,243
"113,594",2020-04-01 17:29:07,2020-07-22 13:20:46,112
"113,201",2020-03-23 21:01:35,2020-07-22 13:20:46,121
"113,208",2020-03-20 14:10:32,2020-07-22 13:20:46,124
"113,162",2020-03-25 14:44:30,2020-07-22 13:20:46,119
"113,178",2020-03-25 17:46:23,2020-07-22 13:20:46,119
"113,177",2020-04-20 18:13:34,2020-07-22 13:20:46,93
"113,184",2020-03-24 15:38:44,2020-07-22 13:20:46,120
"113,151",2020-03-30 15:02:41,2020-07-22 13:20:46,114
"113,094",2020-03-31 17:03:39,2020-07-22 13:20:46,113
"113,090",2020-04-07 21:57:45,2020-07-22 13:20:46,106
"113,035",2020-03-27 16:44:20,2020-07-22 13:20:46,117
"113,133",2020-03-26 18:32:06,2020-07-22 13:20:46,118
"113,096",2020-03-21 00:02:13,2020-07-22 13:20:46,123
"113,032",2020-04-04 11:36:34,2020-07-22 13:20:46,109
"113,026",2020-03-26 00:58:44,2020-07-22 13:20:46,118
"112,995",2020-03-20 21:12:07,2020-07-22 13:20:46,124
"112,943",2020-03-27 04:53:14,2020-07-22 13:20:46,117
"114,264",2020-03-17 17:32:19,2020-11-30 10:07:06,258
"114,289",2020-04-06 12:24:53,2020-11-30 10:01:07,238
"114,323",2020-03-27 22:54:05,2020-07-22 13:20:46,117
"114,334",2020-03-30 10:34:28,2020-11-30 10:05:56,245
"114,342",2020-03-18 22:20:29,2020-11-30 10:01:17,257
"114,349",2020-03-26 21:09:01,2020-07-22 13:20:46,118
"114,359",2020-04-02 12:44:21,2020-07-22 13:20:46,111
"113,970",2020-04-13 18:38:53,2020-07-22 13:20:46,100
"113,988",2020-03-26 21:05:33,2020-07-22 13:20:46,118
"113,981",2020-03-30 19:36:21,2020-07-22 13:20:46,114
"112,875",2020-03-26 13:48:23,2020-07-22 13:20:46,118
"112,861",2020-03-30 21:29:29,2020-07-22 13:20:46,114
"112,857",2020-04-08 16:15:54,2020-07-22 13:20:46,105
"114,092",2020-03-13 09:05:35,2020-11-30 10:00:27,262
"114,105",2020-03-24 18:20:26,2020-07-22 13:20:46,120
"113,626",2020-03-28 20:05:31,2020-07-22 13:20:46,116
"113,577",2020-04-01 22:45:23,2020-07-22 13:20:46,112
"113,616",2020-03-24 18:03:09,2020-07-22 13:20:46,120
"113,728",2020-03-20 20:17:14,2020-07-22 13:20:46,124
"113,738",2020-04-05 23:24:07,2020-07-22 13:20:46,108
"113,805",2020-04-02 01:25:22,2020-07-22 13:20:46,111
"113,671",2020-03-23 15:44:36,2020-07-22 13:20:46,121
"113,767",2020-03-20 22:50:03,2020-07-22 13:20:46,124
"113,691",2020-03-26 18:45:38,2020-07-22 13:20:46,118
"113,564",2020-03-28 20:50:35,2020-07-22 13:20:46,116
"113,706",2020-03-27 13:36:22,2020-07-22 13:20:46,117
"113,802",2020-04-01 13:37:43,2020-07-22 13:20:46,112
"113,693",2020-03-23 19:22:54,2020-07-22 13:20:46,121
"113,818",2020-03-26 14:09:29,2020-07-22 13:20:46,118
"113,546",2020-03-23 13:16:14,2020-07-22 13:20:46,121
"113,778",2020-03-25 19:58:31,2020-07-22 13:20:46,119
"114,113",2020-05-30 21:19:07,2020-07-22 13:20:46,53
"114,148",2020-03-14 15:37:36,2020-11-30 10:05:30,261
"114,152",2020-03-14 15:14:23,2020-11-30 10:05:32,261
"114,159",2020-03-19 17:28:35,2020-11-30 10:02:29,256
"114,161",2020-03-17 16:03:26,2020-11-30 10:06:56,258
"114,169",2020-03-14 15:50:43,2020-11-30 10:05:37,261
"114,176",2020-03-22 07:01:39,2020-11-30 10:05:38,253
"113,531",2020-05-25 20:25:34,2020-07-22 13:20:46,58
"113,502",2020-03-31 21:44:24,2020-07-22 13:20:46,113
"113,867",2020-03-23 23:56:16,2020-07-22 13:20:46,121
"113,507",2020-03-26 19:49:46,2020-07-22 13:20:46,118
"113,482",2020-03-24 21:37:03,2020-07-22 13:20:46,120
"113,359",2020-04-03 18:25:37,2020-07-22 13:20:46,110
"113,402",2020-03-20 11:29:01,2020-07-22 13:20:46,124
"113,404",2020-03-25 01:49:11,2020-07-22 13:20:46,119
"113,236",2020-03-24 20:33:02,2020-07-22 13:20:46,120
"113,331",2020-03-26 19:27:04,2020-07-22 13:20:46,118
"112,795",2020-03-26 21:03:06,2020-07-22 13:20:46,118
"112,730",2020-04-25 18:35:41,2020-07-22 13:20:46,88
"112,891",2020-04-02 20:57:32,2020-07-22 13:20:46,111
"112,787",2020-03-28 20:26:25,2020-07-22 13:20:46,116
"112,777",2020-04-29 16:54:20,2020-07-22 13:20:46,84
"112,874",2020-03-20 22:59:49,2020-07-22 13:20:46,124
"112,698",2020-05-14 05:22:55,2020-07-22 13:20:46,69
"112,675",2020-03-27 11:17:01,2020-07-22 13:20:46,117
"112,635",2020-03-26 20:26:21,2020-07-22 13:20:46,118
"112,588",2020-03-24 00:09:08,2020-07-22 13:20:46,120
"114,376",2020-04-05 18:17:24,2020-07-22 13:20:46,108
"114,450",2020-03-18 20:26:29,2020-11-30 10:02:57,257
"114,459",2020-03-20 12:08:32,2020-11-30 10:06:00,255
"114,496",2020-03-27 17:35:50,2020-11-30 10:03:01,248
"114,504",2020-05-16 14:10:57,2020-11-30 10:07:23,198
"114,259",2020-07-06 14:17:22,2020-07-22 13:20:46,16
"114,231",2020-03-24 01:42:10,2020-07-22 13:20:46,120
"114,514",2020-03-19 12:38:37,2020-11-30 10:03:04,256
"114,523",2020-04-06 11:15:28,2020-07-22 13:20:46,107
"114,538",2020-03-25 16:02:22,2020-07-22 13:20:46,119
"114,524",2020-03-20 00:00:28,2020-11-30 10:07:26,255
"114,572",2020-03-29 12:13:18,2020-11-30 10:01:31,246
"114,579",2020-05-05 18:40:04,2020-07-22 13:20:46,78
"114,589",2020-03-24 20:18:05,2020-11-30 10:07:35,251
"114,651",2020-03-30 15:38:29,2020-07-22 13:20:46,114
"114,659",2020-03-26 16:55:01,2020-11-30 10:03:13,249
"114,664",2020-04-01 17:31:48,2020-07-22 13:20:46,112
"114,673",2020-04-02 15:59:44,2020-07-22 13:20:46,111
"114,416",2020-03-27 18:24:01,2020-07-22 13:20:46,117
"113,314",2020-04-02 18:56:52,2020-07-22 13:20:46,111
"113,317",2020-03-20 16:28:17,2020-07-22 13:20:46,124
"112,214",2020-03-28 01:16:59,2020-07-22 13:20:46,116
"113,284",2020-03-28 15:53:33,2020-07-22 13:20:46,116
"114,201",2020-03-20 21:17:23,2020-11-30 10:05:42,255
"114,223",2020-03-23 21:18:04,2020-11-30 10:02:39,252
"113,725",2020-04-09 14:04:59,2020-07-22 13:20:46,104
"113,661",2020-04-01 05:18:05,2020-07-22 13:20:46,112
"113,551",2020-03-25 16:56:55,2020-07-22 13:20:46,119
"113,945",2020-03-27 17:05:44,2020-07-22 13:20:46,117
"113,182",2020-03-20 23:50:04,2020-07-22 13:20:46,124
"113,458",2020-03-31 22:01:30,2020-07-22 13:20:46,113
"113,185",2020-04-27 17:16:19,2020-07-22 13:20:46,86
"113,218",2020-03-25 14:35:44,2020-07-22 13:20:46,119
"113,095",2020-03-20 03:08:00,2020-07-22 13:20:46,124
"113,113",2020-03-19 15:27:17,2020-07-22 13:20:46,125
"113,069",2020-04-04 22:55:13,2020-07-22 13:20:46,109
"113,123",2020-03-20 18:41:08,2020-07-22 13:20:46,124
"113,173",2020-05-12 20:19:46,2020-07-22 13:20:46,71
"112,970",2020-04-02 14:29:33,2020-07-22 13:20:46,111
"113,018",2020-04-09 01:32:15,2020-07-22 13:20:46,104
"112,928",2020-04-01 01:09:52,2020-07-22 13:20:46,112
"114,262",2020-04-02 18:38:52,2020-11-30 10:05:49,242
"114,288",2020-04-08 10:53:43,2020-11-30 10:07:08,236
"114,311",2020-05-04 16:46:27,2020-11-30 10:02:47,210
"114,333",2020-06-14 18:11:14,2020-11-30 10:02:51,169
"114,341",2020-05-17 12:38:49,2020-11-30 10:07:14,197
"109,563",2020-06-01 18:39:06,2020-07-22 13:20:46,51
"114,358",2020-03-21 08:49:36,2020-11-30 10:02:52,254
"114,007",2020-03-31 14:13:02,2020-07-22 13:20:46,113
"112,892",2020-03-26 21:35:05,2020-07-22 13:20:46,118
"114,012",2020-03-31 21:10:07,2020-07-22 13:20:46,113
"114,356",2020-03-30 19:12:21,2020-07-22 13:20:46,114
"114,396",2020-03-24 12:05:59,2020-07-22 13:20:46,120
"114,065",2020-04-01 19:24:41,2020-07-22 13:20:46,112
"114,284",2020-06-07 20:11:39,2020-07-22 13:20:46,45
"112,601",2020-04-08 23:08:55,2020-07-22 13:20:46,105
"112,487",2020-04-15 00:00:43,2020-07-22 13:20:46,98
"114,047",2020-03-27 21:41:55,2020-07-22 13:20:46,117
"112,427",2020-03-31 13:41:33,2020-07-22 13:20:46,113
"114,095",2020-03-27 18:11:13,2020-07-22 13:20:46,117
"112,449",2020-05-25 21:52:37,2020-07-22 13:20:46,58
"112,370",2020-04-10 16:37:46,2020-07-22 13:20:46,103
"112,397",2020-04-02 15:17:23,2020-07-22 13:20:46,111
"114,428",2020-04-01 15:12:42,2020-07-22 13:20:46,112
"114,458",2020-06-24 23:29:16,2020-07-22 13:20:46,28
"114,432",2020-03-27 16:41:19,2020-07-22 13:20:46,117
"112,323",2020-04-28 19:26:12,2020-07-22 13:20:46,85
"112,303",2020-03-31 12:23:50,2020-07-22 13:20:46,113
"112,289",2020-04-01 14:52:35,2020-07-22 13:20:46,112
"112,280",2020-03-31 17:58:27,2020-07-22 13:20:46,113
"112,264",2020-04-10 00:32:07,2020-07-22 13:20:46,103
"112,254",2020-04-09 02:33:53,2020-07-22 13:20:46,104
"112,249",2020-04-02 14:06:21,2020-07-22 13:20:46,111
"112,174",2020-04-03 23:11:25,2020-07-22 13:20:46,110
"112,204",2020-03-30 17:16:22,2020-07-22 13:20:46,114
"112,120",2020-03-31 20:55:24,2020-07-22 13:20:46,113
"112,198",2020-03-30 17:00:20,2020-07-22 13:20:46,114
"112,128",2020-04-19 22:17:32,2020-07-22 13:20:46,94
"112,889",2020-03-26 20:42:47,2020-07-22 13:20:46,118
"113,990",2020-04-01 16:13:00,2020-07-22 13:20:46,112
"112,814",2020-04-08 22:37:52,2020-07-22 13:20:46,105
"112,839",2020-03-26 21:06:44,2020-07-22 13:20:46,118
"112,902",2020-03-27 23:37:39,2020-07-22 13:20:46,117
"112,807",2020-04-23 02:10:13,2020-07-22 13:20:46,90
"112,791",2020-04-29 22:27:47,2020-07-22 13:20:46,84
"112,820",2020-03-28 11:37:20,2020-07-22 13:20:46,116
"113,299",2020-03-26 21:13:26,2020-07-22 13:20:46,118
"112,687",2020-03-27 14:51:40,2020-07-22 13:20:46,117
"112,699",2020-06-08 17:18:56,2020-07-22 13:20:46,44
"112,680",2020-03-26 22:12:17,2020-07-22 13:20:46,118
"112,574",2020-03-26 21:09:12,2020-07-22 13:20:46,118
"112,522",2020-03-31 21:36:22,2020-07-22 13:20:46,113
"114,375",2020-03-30 22:33:59,2020-07-22 13:20:46,114
"114,386",2020-03-28 19:59:05,2020-07-22 13:20:46,116
"114,398",2020-03-29 13:51:07,2020-07-22 13:20:46,115
"114,408",2020-03-18 14:43:03,2020-11-30 10:05:58,257
"114,440",2020-03-21 14:32:32,2020-11-30 10:07:18,254
"108,969",2020-04-02 01:19:53,2020-07-22 13:20:46,111
"114,494",2020-03-25 15:49:20,2020-11-30 10:01:22,250
"114,503",2020-03-26 14:01:34,2020-07-22 13:20:46,118
"114,508",2020-03-30 12:35:51,2020-11-30 10:06:01,245
"113,195",2020-04-16 16:12:57,2020-07-22 13:20:46,97
"114,237",2020-03-25 22:15:06,2020-07-22 13:20:46,119
"114,511",2020-04-13 16:29:18,2020-11-30 10:01:24,231
"111,571",2020-03-23 18:56:42,2020-07-22 13:20:46,121
"114,537",2020-03-24 12:51:59,2020-11-30 10:01:28,251
"114,543",2020-03-19 17:42:26,2020-11-30 10:01:30,256
"114,571",2020-03-27 15:58:01,2020-11-30 10:07:33,248
"112,215",2020-04-03 19:49:06,2020-07-22 13:20:46,110
"114,612",2020-04-01 20:35:29,2020-07-22 13:20:46,112
"114,647",2020-04-02 16:08:10,2020-07-22 13:20:46,111
"111,681",2020-04-18 16:43:31,2020-07-22 13:20:46,95
"112,133",2020-04-02 17:47:06,2020-07-22 13:20:46,111
"112,083",2020-04-16 12:22:50,2020-07-22 13:20:46,97
"112,036",2020-03-31 18:55:31,2020-07-22 13:20:46,113
"111,973",2020-04-27 23:25:11,2020-07-22 13:20:46,86
"111,986",2020-05-13 14:08:24,2020-07-22 13:20:46,70
"111,967",2020-03-30 16:57:00,2020-07-22 13:20:46,114
"114,653",2020-03-31 13:27:38,2020-11-30 10:07:37,244
"114,066",2020-04-09 09:12:31,2020-07-14 15:05:52,96
"110,766",2020-04-03 20:27:26,2020-07-22 13:20:46,110
"111,262",2020-04-01 01:18:58,2020-07-22 13:20:46,112
"111,753",2020-04-10 00:53:48,2020-07-22 13:20:46,103
"111,959",2020-04-03 22:45:10,2020-07-22 13:20:46,110
"111,950",2020-05-04 18:51:28,2020-07-22 13:20:46,79
"111,943",2020-03-31 18:19:47,2020-07-22 13:20:46,113
"111,769",2020-04-05 23:53:45,2020-07-22 13:20:46,108
"111,764",2020-04-02 16:31:55,2020-07-22 13:20:46,111
"111,809",2020-05-04 03:20:50,2020-07-22 13:20:46,79
"111,792",2020-03-30 21:17:27,2020-07-22 13:20:46,114
"111,622",2020-04-06 19:04:58,2020-07-22 13:20:46,107
"111,796",2020-04-29 15:59:48,2020-07-22 13:20:46,84
"111,786",2020-04-02 17:02:04,2020-07-22 13:20:46,111
"111,676",2020-04-29 12:57:32,2020-07-22 13:20:46,84
"111,590",2020-03-31 14:14:13,2020-07-22 13:20:46,113
"111,703",2020-04-02 14:01:02,2020-07-22 13:20:46,111
"111,545",2020-03-30 23:32:29,2020-07-22 13:20:46,114
"111,638",2020-03-31 22:31:44,2020-07-22 13:20:46,113
"111,487",2020-04-08 14:03:44,2020-07-22 13:20:46,105
"111,583",2020-07-07 20:41:11,2020-07-22 13:20:46,15
"114,824",2020-04-02 17:17:37,2020-11-30 10:06:13,242
"114,688",2020-04-01 18:07:16,2020-07-22 13:20:46,112
"114,693",2020-05-07 16:39:29,2020-07-22 13:20:46,76
"110,030",2020-01-15 19:54:23,2020-07-22 13:20:46,189
"110,039",2020-01-13 22:57:53,2020-07-22 13:20:46,191
"110,059",2020-02-05 18:13:26,2020-07-22 13:20:46,168
"110,088",2020-02-04 01:19:27,2020-07-22 13:20:46,169
"110,123",2020-01-21 22:39:25,2020-07-22 13:20:46,183
"110,130",2020-01-23 15:31:08,2020-07-22 13:20:46,181
"110,136",2020-01-22 13:09:32,2020-07-22 13:20:46,182
"110,140",2020-02-08 15:13:32,2020-07-22 13:20:46,165
"110,146",2020-01-31 12:40:05,2020-07-22 13:20:46,173
"110,170",2020-03-05 21:47:59,2020-07-22 13:20:46,139
"110,188",2020-01-29 20:32:45,2020-07-22 13:20:46,175
"110,196",2020-01-24 03:18:57,2020-07-22 13:20:46,180
"110,202",2020-01-22 19:38:24,2020-07-22 13:20:46,182
"110,229",2020-01-24 17:52:52,2020-07-22 13:20:46,180
"110,234",2020-01-24 19:56:31,2020-07-22 13:20:46,180
"110,242",2020-02-10 16:48:47,2020-07-22 13:20:46,163
"110,254",2020-01-22 22:27:27,2020-07-22 13:20:46,182
"110,261",2020-02-11 19:20:57,2020-07-22 13:20:46,162
"110,271",2020-03-08 01:35:46,2020-07-22 13:20:46,136
"110,290",2020-02-05 23:40:34,2020-07-22 13:20:46,168
"110,314",2020-02-01 12:23:01,2020-07-22 13:20:46,172
"110,334",2020-02-05 22:19:28,2020-07-22 13:20:46,168
"110,350",2020-02-10 23:01:12,2020-07-22 13:20:46,163
"110,355",2020-07-15 23:07:56,2020-07-22 13:20:46,7
"110,377",2020-02-01 01:31:52,2020-07-22 13:20:46,172
"110,383",2020-01-20 16:11:34,2020-07-22 13:20:46,184
"110,389",2020-02-03 18:37:00,2020-07-22 13:20:46,170
"110,395",2020-02-07 16:06:37,2020-07-22 13:20:46,166
"110,416",2020-01-22 16:26:14,2020-07-22 13:20:46,182
"109,992",2020-03-24 23:50:29,2020-07-22 13:20:46,120
"110,029",2020-03-01 17:55:08,2020-07-22 13:20:46,143
"110,042",2020-01-25 00:41:32,2020-07-22 13:20:46,179
"110,058",2020-01-24 01:46:25,2020-07-22 13:20:46,180
"110,062",2020-01-15 02:06:54,2020-07-22 13:20:46,189
"110,067",2020-04-02 10:29:29,2020-07-22 13:20:46,111
"110,082",2020-01-25 21:08:46,2020-07-22 13:20:46,179
"110,087",2020-01-27 19:14:04,2020-07-22 13:20:46,177
"110,094",2020-01-24 09:57:48,2020-07-22 13:20:46,180
"110,108",2020-02-05 22:59:19,2020-07-22 13:20:46,168
"110,115",2020-02-17 18:25:01,2020-07-22 13:20:46,156
"110,122",2020-02-25 00:35:35,2020-07-22 13:20:46,148
"110,143",2020-02-13 09:29:32,2020-07-22 13:20:46,160
"110,160",2020-01-10 17:17:19,2020-07-22 13:20:46,194
"110,169",2020-01-25 20:24:00,2020-07-22 13:20:46,179
"110,178",2020-01-30 00:05:30,2020-07-22 13:20:46,174
"110,186",2020-02-04 19:34:27,2020-07-22 13:20:46,169
"110,195",2020-02-10 21:32:17,2020-07-22 13:20:46,163
"110,200",2020-01-31 11:28:43,2020-07-22 13:20:46,173
"110,211",2020-02-05 14:55:15,2020-07-22 13:20:46,168
"110,223",2020-02-15 23:43:18,2020-07-22 13:20:46,158
"110,241",2020-04-14 20:54:54,2020-07-22 13:20:46,99
"110,253",2020-01-21 18:37:16,2020-07-22 13:20:46,183
"110,257",2020-02-20 18:04:25,2020-07-22 13:20:46,153
"110,268",2020-03-02 13:44:52,2020-07-22 13:20:46,142
"110,288",2020-01-30 16:12:01,2020-07-22 13:20:46,174
"110,295",2020-02-29 13:23:31,2020-07-22 13:20:46,144
"110,310",2020-01-21 19:33:35,2020-07-22 13:20:46,183
"110,326",2020-01-28 16:07:59,2020-07-22 13:20:46,176
"110,346",2020-02-05 00:12:27,2020-07-22 13:20:46,168
"110,354",2020-05-20 23:37:09,2020-07-22 13:20:46,63
"110,361",2020-03-10 01:22:47,2020-07-22 13:20:46,134
"110,369",2020-02-03 17:02:17,2020-07-22 13:20:46,170
"110,376",2020-01-23 18:15:39,2020-07-22 13:20:46,181
"110,388",2020-02-17 23:38:46,2020-07-22 13:20:46,156
"110,393",2020-02-04 22:32:51,2020-07-22 13:20:46,169
"110,403",2020-01-16 02:48:34,2020-07-22 13:20:46,188
"110,415",2020-02-03 18:20:20,2020-07-22 13:20:46,170
"110,423",2020-02-19 21:15:07,2020-07-22 13:20:46,154
"110,428",2020-01-27 00:30:35,2020-07-22 13:20:46,177
"110,438",2020-02-25 11:35:03,2020-07-22 13:20:46,148
"110,445",2020-02-04 23:17:19,2020-07-22 13:20:46,169
"110,450",2020-02-11 23:39:08,2020-07-22 13:20:46,162
"110,455",2020-01-27 17:19:02,2020-07-22 13:20:46,177
"110,461",2020-01-31 16:03:58,2020-07-22 13:20:46,173
"110,472",2020-02-06 15:08:20,2020-07-22 13:20:46,167
"110,480",2020-02-21 03:06:52,2020-07-22 13:20:46,152
"110,486",2020-02-13 15:30:31,2020-07-22 13:20:46,160
"110,492",2020-02-04 23:52:50,2020-07-22 13:20:46,169
"110,497",2020-02-03 22:59:24,2020-07-22 13:20:46,170
"110,511",2020-02-04 12:55:16,2020-07-22 13:20:46,169
"110,532",2020-02-08 15:50:33,2020-07-22 13:20:46,165
"110,541",2020-01-25 05:39:33,2020-07-22 13:20:46,179
"110,579",2020-02-03 18:24:03,2020-07-22 13:20:46,170
"110,619",2020-01-25 18:24:42,2020-07-22 13:20:46,179
"110,646",2020-01-21 15:38:59,2020-07-22 13:20:46,183
"110,656",2020-01-22 16:01:48,2020-07-22 13:20:46,182
"110,665",2020-01-21 21:09:04,2020-07-22 13:20:46,183
"110,672",2020-03-14 15:25:24,2020-07-22 13:20:46,130
"110,687",2020-04-07 15:08:01,2020-07-22 13:20:46,106
"110,725",2020-01-23 15:45:17,2020-07-22 13:20:46,181
"110,760",2020-02-05 12:18:33,2020-07-22 13:20:46,168
"110,767",2020-02-11 16:25:33,2020-07-22 13:20:46,162
"110,774",2020-01-22 22:43:26,2020-07-22 13:20:46,182
"110,806",2020-03-29 17:26:44,2020-07-22 13:20:46,115
"110,825",2020-02-03 23:34:12,2020-07-22 13:20:46,170
"110,858",2020-01-21 19:45:08,2020-07-22 13:20:46,183
"110,867",2020-01-22 17:29:14,2020-07-22 13:20:46,182
"110,904",2020-01-30 14:14:31,2020-07-22 13:20:46,174
"110,910",2020-05-01 00:56:55,2020-07-22 13:20:46,82
"110,919",2020-01-29 22:36:06,2020-07-22 13:20:46,175
"110,932",2020-02-04 11:51:12,2020-07-22 13:20:46,169
"110,952",2020-02-04 18:57:36,2020-07-22 13:20:46,169
"110,961",2020-01-28 16:40:30,2020-07-22 13:20:46,176
"110,975",2020-01-28 12:30:53,2020-07-22 13:20:46,176
"111,004",2020-01-29 23:37:38,2020-07-22 13:20:46,175
"111,012",2020-01-29 13:54:22,2020-07-22 13:20:46,175
"111,038",2020-01-29 22:59:23,2020-07-22 13:20:46,175
"111,056",2020-02-08 15:06:47,2020-07-22 13:20:46,165
"111,063",2020-03-05 13:45:18,2020-07-22 13:20:46,139
"111,070",2020-01-28 23:44:58,2020-07-22 13:20:46,176
"111,094",2020-02-07 03:45:44,2020-07-22 13:20:46,166
"111,110",2020-01-30 17:04:57,2020-07-22 13:20:46,174
"111,130",2020-01-29 19:31:47,2020-07-22 13:20:46,175
"111,142",2020-03-10 15:52:13,2020-07-22 13:20:46,134
"111,153",2020-02-01 14:25:25,2020-07-22 13:20:46,172
"111,160",2020-02-06 00:57:34,2020-07-22 13:20:46,167
"111,167",2020-02-14 01:09:52,2020-07-22 13:20:46,159
"111,173",2020-01-31 14:38:01,2020-07-22 13:20:46,173
"111,193",2020-01-31 21:13:44,2020-07-22 13:20:46,173
"111,197",2020-01-26 18:45:35,2020-11-30 09:56:38,309
"111,225",2020-02-08 12:29:02,2020-07-22 13:20:46,165
"111,230",2020-01-31 13:26:12,2020-11-03 15:51:40,277
"111,234",2020-02-03 09:55:57,2020-11-30 09:59:59,301
"111,243",2020-02-12 20:50:27,2020-07-22 13:20:46,161
"111,277",2020-02-05 22:11:32,2020-07-22 13:20:46,168
"111,318",2020-02-23 00:26:19,2020-07-22 13:20:46,150
"106,379",2020-02-04 12:29:07,2020-07-22 13:20:46,169
"106,870",2020-02-07 16:38:19,2020-07-22 13:20:46,166
"111,327",2020-07-02 00:53:36,2020-07-22 13:20:46,20
"111,346",2020-05-20 17:05:03,2020-07-22 13:20:46,63
"109,168",2020-02-05 18:08:14,2020-07-22 13:20:46,168
"111,364",2020-02-04 21:32:18,2020-07-22 13:20:46,169
"111,372",2020-02-04 10:10:24,2020-07-22 13:20:46,169
"111,383",2020-02-03 22:03:57,2020-07-22 13:20:46,170
"111,390",2020-03-10 15:56:38,2020-07-22 13:20:46,134
"111,398",2020-02-16 14:47:24,2020-07-22 13:20:46,157
"111,410",2020-02-10 22:36:51,2020-07-22 13:20:46,163
"111,437",2020-02-05 23:19:35,2020-07-22 13:20:46,168
"111,448",2020-02-11 14:22:45,2020-07-22 13:20:46,162
"111,478",2020-02-04 18:40:12,2020-07-22 13:20:46,169
"114,671",2020-04-03 14:59:31,2020-07-22 13:20:46,110
"114,394",2020-03-30 18:33:36,2020-07-22 13:20:46,114
"114,373",2020-04-01 16:37:54,2020-07-22 13:20:46,112
"114,417",2020-04-20 17:25:05,2020-07-22 13:20:46,93
"114,122",2020-04-04 13:58:16,2020-07-22 13:20:46,109
"114,290",2020-03-31 19:55:13,2020-07-22 13:20:46,113
"114,272",2020-04-08 14:49:53,2020-07-22 13:20:46,105
"114,317",2020-06-01 19:09:09,2020-07-22 13:20:46,51
"113,521",2020-04-02 02:04:45,2020-07-22 13:20:46,111
"114,282",2020-03-31 17:39:06,2020-07-22 13:20:46,113
"112,516",2020-04-02 14:39:36,2020-07-22 13:20:46,111
"114,120",2020-04-08 17:31:20,2020-07-22 13:20:46,105
"114,081",2020-03-27 12:51:40,2020-07-22 13:20:46,117
"114,117",2020-04-01 15:48:51,2020-07-22 13:20:46,112
"112,382",2020-03-29 13:42:07,2020-07-22 13:20:46,115
"112,457",2020-04-02 00:23:07,2020-07-22 13:20:46,111
"112,407",2020-05-03 23:45:10,2020-07-22 13:20:46,80
"112,403",2020-03-28 14:22:22,2020-07-22 13:20:46,116
"114,726",2020-04-14 11:11:47,2020-11-30 10:03:14,230
"114,470",2020-04-02 17:00:05,2020-07-22 13:20:46,111
"114,467",2020-03-28 22:14:48,2020-07-22 13:20:46,116
"112,283",2020-04-01 13:31:31,2020-07-22 13:20:46,112
"114,427",2020-04-01 18:27:05,2020-07-22 13:20:46,112
"112,324",2020-05-30 20:55:56,2020-07-22 13:20:46,53
"112,267",2020-03-25 17:09:21,2020-07-22 13:20:46,119
"112,329",2020-06-15 17:45:02,2020-07-22 13:20:46,37
"112,228",2020-03-31 14:33:53,2020-07-22 13:20:46,113
"112,282",2020-04-12 05:47:34,2020-07-22 13:20:46,101
"112,230",2020-04-08 13:30:15,2020-07-22 13:20:46,105
"112,211",2020-03-30 18:53:30,2020-07-22 13:20:46,114
"112,158",2020-03-31 19:11:46,2020-07-22 13:20:46,113
"112,159",2020-04-09 13:50:20,2020-07-22 13:20:46,104
"112,200",2020-04-06 16:36:00,2020-07-22 13:20:46,107
"112,088",2020-04-02 00:28:35,2020-07-22 13:20:46,111
"114,744",2020-04-02 19:10:22,2020-07-22 13:20:46,111
"114,728",2020-04-02 02:58:39,2020-07-22 13:20:46,111
"114,665",2020-04-06 14:36:36,2020-07-22 13:20:46,107
"111,360",2020-07-14 16:15:39,2020-07-22 13:20:46,8
"114,474",2020-03-30 19:54:53,2020-07-22 13:20:46,114
"114,600",2020-04-18 07:26:47,2020-07-22 13:20:46,95
"114,658",2020-04-01 18:31:40,2020-07-22 13:20:46,112
"114,634",2020-03-30 18:44:07,2020-07-22 13:20:46,114
"114,588",2020-03-30 14:11:48,2020-07-22 13:20:46,114
"114,641",2020-04-02 00:04:29,2020-07-22 13:20:46,111
"111,380",2020-03-31 01:56:02,2020-07-22 13:20:46,113
"114,584",2020-03-30 14:47:40,2020-07-22 13:20:46,114
"111,311",2020-04-08 21:01:36,2020-07-22 13:20:46,105
"111,450",2020-04-04 21:31:40,2020-07-22 13:20:46,109
"111,357",2020-05-16 15:04:26,2020-07-22 13:20:46,67
"111,298",2020-03-31 18:04:59,2020-07-22 13:20:46,113
"115,064",2020-04-09 18:16:09,2020-11-30 10:03:17,235
"114,828",2020-04-03 14:37:07,2020-07-22 13:20:46,110
"114,831",2020-04-07 01:20:59,2020-07-22 13:20:46,106
"114,040",2020-03-31 03:50:28,2020-07-22 13:20:46,113
"111,272",2020-03-30 14:06:10,2020-07-22 13:20:46,114
"114,777",2020-03-31 18:37:43,2020-07-22 13:20:46,113
"111,150",2020-03-30 19:40:41,2020-07-22 13:20:46,114
"111,102",2020-04-13 20:20:58,2020-07-22 13:20:46,100
