merchant_name,nooftransactions
VTL BARBOSA DOG LTDA M,2
DedoDeMoca,2
STELO S.A.*FARM STA CR,2
RenataSouzaPirozz,2
TOTAL CARNES,2
MERCPAGO*SEVENGLASS,2
AUTO POSTO BOULEVARD,2
RIO OPEN,2
STAMP ROCK WEAR,2
AVENIDA BABACULANDIA,2
99* POP 18Abr 09h04min,2
GREEN PET SHOP,2
adidas Espana S.A.U.,2
DELLICATA PAES E TENTA,2
FCIA PAGUE MENOS 550,2
JULIOMAR E GRAZI COMER,2
POSTO TUCHA,2
MERCADINHO DO GALEGO,2
SUPERMERCADO CONSALTER,2
PACHEKINHO RESTAURANTE,2
JIMMY BERRY COMERCIO D,2
CELIO SOARES DE CARVAL,2
120383013,2
ASIA CHIC,2
Santander,2
FBSEG,2
99* TAXI 14Mai 10h02mi,2
SUPER MERCADO BOA,2
SENNA PIZZARIA,2
Pizzaria123,2
LA CAMPESINA RESTAURAN,2
D AVO TABOAO SERRA,2
MERCADINHO NIPPO,2
99* POP 19Mai 19h37min,2
PANGEA ECO,2
EL TIANGUIS,2
KMAR CONSERTOS,2
NIPPON RESTAURANTE,2
RAINHA DA VILA SONIA,2
ULTRAMATER,2
DROGARIA FORTE FARMA,2
SUMA GEST TRIB DIP ALICA,2
SALON DE ESTETICA Y QUIRO,2
QUE PASA,2
BAR DO DIDA,2
MirosBar,2
PIZZARIA BOLONHA,2
REI DO MATE,2
VICTOR HUGO,2
STELO S A*lavacao top,2
MERCADO MDV,2
ANHANGUERA E,2
POSTO PRIME LTDA,2
STELO S.A.*MERC E LANC,2
POSTO 2005 DERIVADOS D,2
MrtRestauranteE,2
MERCPAGO    *CIAOBRAS,2
CENTRAL DAMASCO DISTRI,2
DROGARIAS POUPAQUI,2
WORLD BIKES,2
TEMBUI RESTAURANTE,2
B. R. FONTINELE,2
PANIFICADORA DIOCELLI,2
LOJAS RENNER FL 389,2
MERCPAGO    *FITEIROD,2
FLORIPA AIRPORT,2
POSTO FERNANDAO,2
EDUARDOfeira,2
AUTO POSTO OURO 22,2
ClinicaDeUrologia,2
STELO*Giga,2
FABIO BAUNGART,2
MC DONALDS TAQUARA 2,2
VANESSA SAYOKO,2
MERCPAGO    *PARKRIO,2
REDE CAMPEAO,2
STOP CONVENIENCIA,2
RIO GRANDE PENINSULA,2
SUPERMERCADOS IMPERATR,2
OMV RO,2
ROD MARECHAL RONDON,2
KIOSQUE ROSEIRA LANCHO,2
LourdesCardosoSil,2
PASTELARIA LUSO BRASIL,2
MERCPAGO    *NAIARAPE,2
BARATAO CURIO,2
POSTO BTV,2
YOH,2
CIA DO COMPUTADOR,2
AVENIDA NEREU RAMOS,2
CANTINHO ARABE,2
BOI CHEFE,2
IUGU        *SmarttBot,2
MERCPAGO    *DROGARIA,2
EXTRAFARMA JOSE AUGUST,2
SOLANGE MENEZES BATATI,2
CAR SHOW,2
MHM CAIXAS COMERCIO DE,2
GREEN FRUIT,2
EXTRAPLUS,2
SUMUP  *DIEGOPLAYCELUR,2
SP BROOKLIN NOVO C,2
99* POP 12Jul 20h27min,2
DAZN,2
DEVOTO SUPERMERCADO,2
CHARTER CONSUM GRAN VIA 5,2
AGRO MALAKU ELA,2
PANIFICADORA JOIA,2
MandaPizza,2
AV  GENERAL PENHA BRAS,2
PAGNET ENTRETENIMENTO,2
SUPERMERCADO PIRES,2
MAX MERCADO,2
SIGMA CAFE GELATERIA,2
AC JUNDIAI,2
STEAMGAMES.COM 4259522985,2
99* TAXI 13Abr 20h54mi,2
MARIA DE FATIMA  ALMEI,2
AUTO POSTO COTIANO,2
AUTO POSTO PETROTEM,2
FORNERIA COPACABANA,2
SUPERMERCADO BIGBOX,2
CHIRINGUITO NAHU BEACH,2
BROTHERS,2
AVENIDA LEONARDO DA VI,2
SEVES POSTO DE SERVICO,2
FCIA PAGUE MENOS 100,2
RUA RIBEIRO LACERDA,2
QUITANDAS CASEIRAS DA,2
ELETANIA SCOPEL EPP,2
PONTO FRIO.C*223579452,2
99* TAXI 05Mar 09h41mi,2
GIRAFFAS LANCHONETE,2
GRAMADO GRILL,2
LA BOUTIQUE ITALIAN FO,2
KAI ASIAN RESTAURANT,2
99* TAXI 10Mar 18h05mi,2
SAHIN SUPERMARKET LTD,2
Ekombinando,2
GRAMADO COMERCIO DE RA,2
POSTO CIDADE JARDIM,2
JLFARMA EIRELI,2
EXPRESSO PAO QUEIJO,2
BANKIA      722,2
SUMUP  *NETOFRUTASEVER,2
MERCPAGO    *SITIODON,2
FRANCIELY GATTIS 09911,2
Quartier Apotheke,2
LA FUSION,2
FlavianaMariaDosS,2
CAFE DA BANCA,2
MMV GUAJAJARAS,2
DEPOSITO NASCIMENTO,2
MERCADO RETIRO,2
CATHEDRAL FABRICA BAR,2
AUTO POSTO CLASSE A,2
MINIMERCARDO EXTRA - 0,2
INOVACAO CS & CONST.,2
MERCPAGO    *RONALD,2
FARMACIA ROZELIS,2
FH CABELEIREIROS,2
HIPER DB DISTRITO,2
MAGAZZINO L V SIGNORA,2
BOTECO DO SERGIO,2
M9 ARTIGOS DO VESTUARI,2
LOJAS RENNER FL 69,2
RAMSONS SELECT CASEMAT,2
MARKET AROMIEL,2
LIDER INDEPENDENCIA,2
AUTO POSTO AVANTH LTDA,2
BECO DO ALEMAO BAR E L,2
2127.4438.2967 CARDS 2,2
A FAVORITA SALON,2
UDEMY.COM,2
DouglasDallAgnolH,2
ESTAPAR ED COM PRACA M,2
ESTACION SERV.YALDARA GAN,2
AUTO POSTO VISTA ALEGR,2
120380449,2
TESCO-STORES 4400,2
PAYPAL *accounting,2
BARRACA DO JULIO,2
MARCAO LANCHES,2
PANIFICADORA KISABOR,2
Rua Nossa Senhora de B,2
BAY BEACH LOUNGE RESTA,2
TIGER,2
ODONTOSHOP,2
Araquarela,2
"PET CARE RETAIL GROUP, S.",2
FRANCISCO FABIO ALVES,2
TROPEIRO RESTAURANTE,2
MESSIAS CARANGUEJO,2
STFC COMMUNITY TRUST,2
TRANCOSO FOODS,2
MercadoNovo,2
99* POP 17Fev 16h45min,2
ALGO MAIS CONVENIENCIA,2
POSTO VIA TORRES,2
MHB HOTELARIA LTDA,2
MERCPAGO    *TAMIRESC,2
MIinteriores,2
MERCADINHO SERVE BEM M,2
CENTELCELL,2
POSTO JP,2
GALETERIA ARIZONA,2
BURGER KING CARREFOUR,2
PRACA DE ALIME GAROUPA,2
AndersonCavalcant,2
P.S,2
SAFFER FERRAGENS,2
DROGARIA ONLINE,2
VICMOBIL,2
LEONARDOMARQUESDE,2
J   T DISTRIBUIDORA DE,2
MASTER FORMULA FARMACI,2
MERCPAGO    *WELLINGH,2
MERCPAGO    *PRIMOS,2
PAYPAL *ENTIDADPUBL,2
GOOGLE  Google Store,2
Tesco Brno Kralovo Pol,2
REDE TOP JANGADA,2
OCEANO TINTAS,2
LUCIANO MAURICIO TEIXE,2
DEICHMANN-OBUV S.R.O. 103,2
ARAUJO PIZZARIA E ESFI,2
ESTILO JOVEM,2
JR FRUTAS,2
EMPRES CORRE,2
amzn.com/pmts,2
Shell orwell,2
DA PRAIA RESTAURANTE S,2
MERCADONA AGUAS NUEVAS,2
NISSEI PONTAL,2
EDINHO SUPERMERCADO,2
SPOLETO,2
JPNEUS,2
PADARIA JURUBATIBA,2
HORTIFRUTI GRAMADO,2
POSTO EXTRA SANTOS 264,2
DROGARIA SAYONARA,2
BRAULIO GOMES COM PROD,2
ACOUGUE REIS,2
POSTO GLAMOUR,2
CARNES PONTO CERTO,2
ATELIE DA CARNE,2
AV ARMANDO SALLES DE O,2
SALAO LINDHAIR,2
PETA KREATAGORA,2
VERUS,2
PAYPAL *MMOPS,2
BALNEARIO CAMBORIU C,2
AV. CRISTIANO MACHADO,2
DepositoPromocao,2
PANIFICADORA S LTDA,2
D G HORTIFRUTGRANJEIRO,2
MundoAnimalCriciu,2
RESTAURANTE ESTRELA,2
DROGASIL 2826,2
MC DONALDS ASS,2
DELIPANE DELICATESSEN,2
TROPICAL CONVENIENCIA,2
ESAL EMPRESA DE SUPERM,2
POSTO SAO JOAO,2
GARTEN SHOPPING,2
UNNO COMERCIAL,2
MERCPAGO    *ANTONIO,2
PADARIA TEM PAO,2
ENGENHO LANCHES,2
SUPER VAREJAO DA HORTA,2
CHRYSSIES SWEETS BOLOS,2
PRIME AUTO POSTO,2
PARK SHOW BATEL,2
CLINICA SAN ANTON SL,2
SQUARE ROOT_CAFE,2
DROGARIA ARAUJO FL 54,2
DECATHLON MIJAS,2
FELLINI ROTISSERIA,2
FABRICA DA CARNE BOUTI,2
DONA TORTA,2
MERCPAGO*ESSENCIALHD,2
APL* CURRENCYLAYER,2
CATARUCCI E CORREA PRO,2
RECVIVO     *439919346,2
ITOO COFFEE AND BEER,2
LuisFernandoWolff,2
MERCPAGO*VERALUCIANOBR,2
A FAVORITA,2
SUPER X,2
ARNALDO MANOEL SAGAS M,2
DESCOMPLICA,2
CASA DE CARNES E VAREJ,2
ADEMILSON DO NASCIMENT,2
PizzariaLorena,2
BLD*RESUME,2
MERCPAGO    *ELSONDAS,2
TOP CELULAR,2
AUTO POSTO GUANABARA,2
SUBMARINO COM,2
AUTO POSTO BERTIOGA,2
REDE MARKET,2
ElectraWorks Limited,2
AUTO POSTO CASTELINHO,2
SERRANO,2
POSTO PRAIA MAR,2
SUMUP  *DIAMONDINFO,2
NBR MALLS EMPREENDIMEN,2
ARCO IRIS FRIOS,2
CLINICA PANAMERICANA O,2
RAIA 1479,2
RAIA2980,2
SODEXO,2
CHAMORRO E CELEGHIM CA,2
SERV POSTO JARDIM MIRI,2
LEVE ESTACIONAMENTOS,2
POSTO MONTE CARLO DAMH,2
MERCADOPAGO *MERCPAGO,2
Google Phoneum,2
NOVA PAN PANIF.,2
DROG SAO PAULO FL 199,2
HOTEL KENIA NEVADA,2
MCDONALD S,2
VAREJAO PEROLA,2
LEROY MERLIN CAMPINAS,2
BUTIQUE DO QUEIJO,2
WWW.VETUK.CO.UK,2
NA ROTA,2
R DOS SANTOS MATERIAIS,2
PP*3628CODE,2
PG          *Loterias,2
BICHO BACANA PET SHOP,2
MERCPAGO    *RGLANCHE,2
ALCIDES BAZANTE DE SA,2
SUMUP  *CASADOCELULAR,2
EPA PLUS,2
Pastel,2
STUDIO Z,2
AndressaVivianeMa,2
99* TAXI 06Fev 13h50mi,2
BURGER KING OUVIDOR,2
SUMUP  *CASADAPIZZA,2
PHARMAKION LEFTERI GEORGI,2
iZ *SANDWICH DIRECT BR,2
ALCAMPO TOLEDO,2
AUTO POSTO PENHA BRASI,2
Carrodafruta,2
raphababy,2
JOIL DE S GUERRA,2
PadariaDoWarley,2
RUA RUBIAO JUNIOR,2
CASA DA CONSTRUCAO,2
AUTO POSTO CASCATA,2
BUBBLEMIX WISH TEA,2
O ESPETAO,2
AUTO POSTO SANTANA DE,2
COGEB SUPERMERCADOS,2
DON CARBONATTI,2
PICPAY *GR1 RICARDOSA,2
WSeNutraceuts,2
SUPERMERCADO ISMAEL,2
SUPERMERCADO SANTO AMA,2
FARIAS GAS,2
CHARMY COSMETICOS,2
SUP VERONA,2
KOCH EXPRESS,2
NAMOTU COM CHOCOLATE,2
ITALIA RISTORANTE,2
CINEMARK WEST PLAZA,2
JOSE CICERO MATIAS DE,2
PP*1774CODE,2
YOSEMITE VIEW LODGE,2
PAYPAL *ERISCARDESI EBA,2
THE KINGS ARMS,2
OLX Brasil 49C3FCA007,2
99* POP 27Mai 19h21min,2
DEMERGE BRAS*RCHluckyv,2
BP TAMARACEITE II,2
MON VIET,2
INPARK DOMO,2
NOVA BIS DE NAPOLES,2
MERCPAGO    *MEVENDAS,2
GRAFICA PRINTAR,2
RODOVIA REGIS BITTENCO,2
QUALITA HORTIFRUTI 2,2
FLORIAN POLIS - SC,2
AUTO POSTO TAK LTDA,2
Paletsbar,2
DROGARIA KOBAYASHI,2
DING   *60719618,2
RAFAEL PEREIRA DE OLIV,2
CAMPOS FLORI,2
CHIRINGUITO BUNKER,2
GOURMET WHOLESALE LARNACA,2
Libercard,2
MULTICOISAS CAMAEL,2
DISTRIBUIDORA DE FERRA,2
RAFAEL CLAUDEMIRO NIZA,2
POSTO ECOLOGICO,2
HIPER OK,2
PAYPAL *DIESEL SPA,2
STILLO CELULARES,2
PIZZARIA TELE ENTREGA,2
GUILHERME VINICIUS ALV,2
FARMACIA SANTA LUCIA,2
PANVIDA PF,2
MIANO,2
provera,2
SKINA DO MATUTO,2
ZARA HOME,2
TESCO STORES 5126,2
VSG SUPERMERCADO LTDA,2
CHURRASCARIA C.DO SUL,2
PRACA 13 DE MAIO,2
DEPOSITO JR,2
POSTO SULCAR INGLESES,2
DUMONT BELVEDERE,2
DIA BRASIL LJ 543,2
HANS GEORG DIHLMANN,2
CHIANTI CHOCOMMELIER,2
AC COMBUSTIVEIS,2
INVENTURE RESTAURANTES,2
DROGARIA SAO PAULO FL,2
POKE LUAU,2
LuaCheiaMamaeE,2
ECSI LTD,2
CINES LA MAQUINISTAS,2
SUMUP*LETICIA MOURA,2
CHICABON DISTRIBUIDORA,2
SAMS RADIAL 4918,2
COXINHA SHOW,2
SUPERMERCADO ROYAL,2
CENTRAL 10,2
99* POP 28Mai 20h02min,2
RUA LUIZ REGIS PACHECO,2
RIO CARNES SJRP,2
LANCHONETE NOVA BRISA,2
BARRACA DO VANDERLEI,2
RAIA2987,2
99* POP 13Mai 20h28min,2
CARREFOUR 54 CWP PAROL,2
JessicaClaraDa,2
PANIFICADORA RIO BRANC,2
PEGUE E PAGUE JK,2
POSTO TIO TATA,2
SEA BLUE HOTEL,2
Amazon EU,2
BRAVA FULL DELIVERY,2
SUMUP  *LRGESTAOECONSU,2
COOPERCICA,2
UBER   *TRIP,2
CNR MATERIAIS,2
OBA OBA COMERCIO DE AR,2
99* POP 28Mai 19h23min,2
ELIN PETRIDIS,2
RCL*BYLLIA,2
BEIRA MAR PARK,2
EC*RYTHMOON,2
MINI MARKET BARRA SUL,2
RECARGA OI  *659847416,2
PER VOI,2
feiralivre,2
PINGIT.ME,2
PAYPAL *STEAM GAMES,2
PORTO DO SABOR BP,2
KASTRO PARK ESTAC.,2
FERNANDO ELET HIDRAUL,2
SUPERMERCADO CAETANO,2
BAR DO GALEGO,2
JADE ORQUIDEA,2
VAREJAO BRASIL,2
MAT CON SAO JOAO,2
POSTO PTB,2
TENDA ATACADO,2
PICPAY      *WY6 PGTOC,2
MATEUS SUPERMERCADOS,2
STELO S.A.*DELC TRES I,2
HOMEAWAY HASQSFW4,2
SUPERMERCADO MACRIS,2
M S MERCEARIA,2
FARMAVIDA PACAEMBU,2
ODIN SUPERMARKT - WESTERP,2
MERCADO VEM VIVER,2
NAUGHTY BRGR IS,2
SUPERMERCADO KERN,2
ANDERSON CONRADO PUGLI,2
GALPAO PASTEIS,2
DOCERIA FANTASIAS,2
EMPORIO MULTIMIX,2
YASUI TEMAKI ROLL LTDA,2
CLAUDIOMIR GOTTSELIG,2
MERCPAGO*VILLAIMPORTS,2
PRISCYLA,2
D VICZ SORVETES FINOS,2
DECATHLON MALTA,2
MERCPAGO*DIEGO,2
POSTO ATALAIA,2
SANTA RITA,2
PICPAY      *ZM1 LUCAS,2
TEVINI,2
BITTI E BONIN LTDA,2
M J V OLIVEIRA MERCEAR,2
DigitalCell,2
URBANOS BARBER SHOP,2
POSTO TRANSABRIL SUL,2
PANIFICADORA CRISTALIN,2
ZAPATA,2
HT*RADAR T CNICO,2
NEGREIROS SUPERMERCADO,2
KALOGEROPOULOS K   VLA,2
LANCHONETE RPM SAMPAIO,2
EstofariaPorazzi,2
EC          *OLIST,2
PostoAmizade,2
BELLE DU VALAIS REST,2
AV MACEDO SOARES,2
MERCPAGO    *NAVIONEG,2
AUTO POSTO SERRARIA,2
D1,2
ADRIANO HENRIQUE DA SI,2
FARMACIA CUNHA LTDA,2
PIZZARIA ITALIA AVERDE,2
LA CASITA,2
CHOCOLATE GRAMADENSE,2
SANTIAGO MATERIAIS PAR,2
FORN DEL REMEI,2
Ingresso.com,2
TAPIOCA RENDADA SHOP,2
SUPERMERCADO PRECITO,2
AttosDeSouzaLima,2
NOVO MUNDO,2
A BARATEIRA,2
DALBEN,2
LA CAIXA    010,2
CASA DE BOLOS LAPA,2
MC DONALDS  CPS,2
LOJAS TEDDY,2
99* TAXI 22Abr 20h10mi,2
APOLLO GRILL,2
MAIS BONITA,2
FarmaciaSagradoCo,2
HT rafaexplica,2
CIGARS LTD,2
POLO CLUB,2
PADARIA PAO NOSSO,2
SUPER BELLAN,2
KAUBAMAJA APTEEK,2
ANTONIO ADEVAN AZEVEDO,2
LAGARDERE TRAVEL RETAIL S,2
AVENIDA MIGUEL SUTIL,2
D   D LEISURE LTD,2
BUBBLE ICE,2
DA VINCI RISTORANTI E,2
Av. Paulo Fontes,2
TRAVESSA CASALBUONO,2
99* TAXI 05Mar 18h51mi,2
PULO DO GATO,2
DO23Y61,2
ZAFALON - AUTO POSTO S,2
PetshopItupeva,2
POTENCIA DA CARNE,2
PedidosYa - EREVAN,2
PETISCO CIA VR LTDA ME,2
ESK FERCA,2
ATLANTICO PUXADORES E,2
LINDT BRASILIA SHOP,2
RUA LEBLON,2
MBI*PROBILLER.COM,2
FARMACIA CENTRAL 1,2
FARMACIA PUERTO BANUS,2
Sezane,2
CACAU SHOW PATIO IPORA,2
CAMICADO,2
Shell Roehampton Lane,2
AVENIDA DAS NACOES UNI,2
POSTO CACIQUE LTDA,2
MDI COMERCIO ALIMENTIC,2
A P ITALIANOS JUNDIAI,2
MBC PURIFICADORES,2
GURU INVEST,2
CAR PARK ESTACIONAMEN,2
HOMEBASE,2
MERCPAGO    *TRMATERI,2
MC DONALDS FDC,2
RECVIVO*12997018278,2
PERFUMARIA FANTASIA,2
MERCADO ALTHOFF,2
SUPERBOX FRIG E LATICI,2
MERCPAGO*MERCADOPAGO,2
MARYS BOLSAS E ACESSOR,2
RUA ILHEUS,2
POSTO CONTORNO,2
FRANGO ASSADO POSTO AT,2
ANA JULIA SINAIDI SILV,2
TESCO STORES 5106,2
Nike Malaga Fact. 505,2
COOP-4953 ZUG BAHNHOF,2
AGRO FR COM FR LEGUM,2
SWIFT VILA ROMANA,2
GOLDEN GREEN AUTO,2
MC DONALDS LJ VRE,2
RMS SUPRIMENTOS CORPOR,2
99* POP 13Jun 09h51min,2
Maxvaleloja1,2
ARMAZEM DA CERVEJA,2
POSTO VELOX,2
AUTO POSTO WANEL VILLE,2
ALTAS HORAS LANCHE,2
PORTAL CONVENIENCIA EI,2
GIBRALTAR MAIN ST2,2
GAUCHAO,2
CANTINHO AGUA  GAS,2
DENTAL CLEAN,2
FCIA PAGUE MENOS 031,2
FAMILIA FARINHA,2
ANIMALIUM,2
FazSbsFastFood,2
MOZART E FELICE COMERC,2
SUMUP  *PANTANEIROCAR,2
J & E CONVENIENCIA,2
00492356,2
BOMPRECO B564 H CABULA,2
ALEXANDRE DE SOUZA FER,2
MULTI AGRO,2
SUPER 10 VARIEDADES 2,2
POMPEIA PADARIA E REST,2
TUCANOS MUELLER,2
MARCA X,2
REDE RESTAURANTE,2
REST IPIRANGAO,2
99* POP 20Mar 17h47min,2
POSTO RENASCENCA,2
RUXLEY STORES LTD,2
SUCOS E SANDUICHES SOL,2
MERCEARIA B LOPES,2
DARIO FERNANDES LOPES,2
PP*2839CODE,2
DROGASIL 1809,2
ELIANA SUDRE,2
ENZO,2
99* TOP 15Mai 16h45min,2
PRINOS FARM   DELI - CASH,2
ANDREIA JUSSARA AUGSTE,2
SP VL CLEMENTINO 4,2
JOSENETOSANTOSGMAIL.C,2
FORTALEZA,2
SUMUP*DECOMAC DECOR,2
STARS,2
MC DONALDS BAL,2
WINE UTOPIA,2
R12 CALCADOS E ESPORTE,2
FARMACIA ANG FL 85,2
MiniMercadoBomPre,2
ZAM ZAM IKE,2
RESTAURANTE ORIENTALI,2
PADARIA REAL,2
KINGS HEAD,2
V E V QUALITA PADARIA,2
PIZZARIA LATRAVIATTA,2
MADEROS CHAMPAGNAT,2
POSTO POSITIVO,2
LOUNGERIE ONLINE,2
RODOSNACK OURO VERDE,2
NISSEI FARMACIA,2
MERCADO CLEMENTE,2
NORTE NORDESTE,2
JORGE ANTONIO SILVA AL,2
PAYPAL      *HOTMART,2
RECVIVO*54996478596,2
BAUHAUS K.S.,2
FILIAL 21 GARIBALDI,2
APP SKY RECA*APP Minha,2
COML UTIL DOMESTICAS,2
LIE! STORE,2
PEIXARIA VIA MARE,2
MOTO CENTER,2
ManuelMessiasSous,2
BARTOLOME SAMPOL,2
SP * ISLAND,2
GREGGS,2
CAFE SANTOS,2
UNHAS E ACESSORIOS,2
MINUTO PAO- LJ 5864 -,2
EXTRA JUNDIAI CENTRO 1,2
99* POP 27Abr 19h14min,2
PONTA DA AREIA,2
CASA DE CARNE,2
3140RAIA,2
PICPAY *NY3 ALLANRIBE,2
DrikaRacoes,2
LucasLanchaes,2
DandaBike,2
TOPS LANCHONETE 8,2
CHIADO RESTAURANTE,2
VOLG LADEN SAAS-ALMAGELL,2
EMPORIO DO PAIXAO,2
SONIA FATIMA SEVERGNIN,2
LEGO CIDADE JARDIM,2
ARTWAX,2
DOCES VINNI,2
PROTEMAXXI,2
HOTELARIA BRASIL LTDA,2
4570.5682.3799 CARDS 2,2
ADEGA 24,2
TIM*47999715399,2
FILIAL BARRA DA TIJUCA,2
UNIDASUL FL 55,2
MERCPAGO*TELEFONICABRA,2
MERCPAGO*WRDIGITAL,2
REAL SHOW,2
H M MARINA BANUS,2
EMPRESA MUNICIPAL TRANSPO,2
POSTO AUTOMOTIVO PORTA,2
99* POP 12Mar 10h13min,2
"AVENIDA AMERICAS,",2
VALENTIN GABRIEL,2
POSTO MATARIPE ABASTEC,2
EC*ALVESGOMESADE,2
AMERICANAS COM,2
AL SULTAN,2
AUTO POSTO DISTRITO EI,2
CHINATOWN BAKERY,2
ANVEL COMERCIO DE ARTI,2
101828681,2
AkiTem,2
JOSE IVANILDO CIA LT,2
MC DONALDS  AME,2
PAYPAL *SERVICOS91,2
TSURU RESTAURANTE JAPO,2
ORYZA RESTAURANTE,2
PG*Vakinha com,2
M DE SOUZA PEIXOTO,2
CORPO ATLETA,2
A J M M PERDIZES PAES,2
PASTITALIA,2
ATAC E A SERV ESPERANC,2
DAFITI COM B*448613842,2
HERESORDS,2
RUA ALBION,2
MAIS PURO ACAI,2
99* POP 28Mai 21h32min,2
CASA DE FRIOS POPULAR,2
AUTO POSTO DO IMIGRANT,2
FARMA CONDE,2
DAYSE MUNIS DE CARVALH,2
ELPILPERO,2
CELER       *INVESTJET,2
SEM PARAR,2
CROCODILOS GRILL,2
POSTO DELTA JOINVILLE,2
CAPOVILLA LABORATORIO,2
MERCEARIA NOVA CIDADE,2
MULTI EXPRESS,2
DanielFreitasDePo,2
STELO*SR ESPETO,2
GRANDE PARADA MENEGATT,2
BURGER KING AV. DAS AM,2
RESTAURANTE TREVO CAMB,2
SODIE DOCES,2
insumos veterianarios,2
JoaoMotaCardoso,2
NOW TV ROI,2
COMPREBEM LJ 1857,2
BIOMUNDO,2
MEGA AUTO PECAS,2
PADARIA E CONF.MONT AL,2
MONETIZZE   *Articaps,2
ELIANE STANG,2
INALDO DA SILVA ROCHA,2
QuiosqueAmbev,2
ARMAZEM SANTA CLARA,2
MERCPAGO*ELITESHOP,2
ADEGA L SABOR UVA,2
THE RED LION FARINGDON,2
EMPORIO OLIVEIRA,2
CCS TV A CABO BALNEARI,2
SEU LENHA,2
BOB S,2
REDEGASVR,2
JARDIM ITALIA,2
FORT ATACADISTA,2
RECARGA*BANCO INTER,2
TAPIOCA RENDADA,2
VIVENDA DO CAMARAO,2
CARREFOUR-A.FRANCO,2
IKEA ATHENS,2
VIPAO,2
DROG ARAUJO FILIAL 100,2
SPAR ARNES,2
CERVECERIA BARANDA 22,2
POSTO O CUPIM,2
AUTO PECAS SIMOES,2
MERCPAGO    *VALERIAL,2
Klarna * Other Stories,2
DROGASIL 1296,2
SONIAJOIAS,2
STELO S.A.*COML CUNHA,2
7558.2892.6967 CARDS 2,2
LA DESPENSA FAMILIAR,2
PIRINEUS PIZZARIA,2
DOMAKOSKI CARNES,2
JunioMirandaVilel,2
NINO CUCINA,2
BRANDAO MOTOS 2,2
AUTO POSTO FRANCES,2
WEDERSON SOARES DE SOU,2
DROGA LESTE XVIII,2
DRUNI TORREVIEJA 1,2
JaneDaSilvaPires,2
GADGETVIBES,2
SUPERMERCADO OLIVEIRA,2
WWW.NAKAS.GR,2
PAPELARIA UNIVERSITARI,2
BROTHERS BEER,2
PG          *Pura Vida,2
FET L T D A,2
PICPAY *CX4 FELIPEBEV,2
DONUTS,2
SOLUCOES INFORMATICA D,2
K market Iso Omena,2
CANARIUS PALACE HOTEL,2
ATM-0018,2
GIGA ATACADO,2
CASASBAHIA.C*202821785,2
HAVAN AUTO CENTER LTDA,2
DROGARIA NOVA DEMOCRAT,2
LucieleLimaDe,2
LOJAS RENNER,2
ASTOR,2
LOLA CHARCUTERIA CAFE0,2
WellingtonFerroni,2
MERCADO CENTRAL S MATE,2
BAR LA LUNA MENGUANTE,2
JEREZ H.,2
FARMA FAITA,2
VIVO CONTROLE,2
DECATHLON VIC,2
GINTERIA,2
LINDT SHOPPING JUNDIAI,2
MADERO PARK SHOPPING M,2
CAMPO E LAVOURA,2
LAC VERNER WILLRICH,2
POSTO DOURO LITORAL,2
MERCEARIA E ACOUGUE MR,2
POSTO SHOPP PAULISTA,2
TORTILLA WESTFIELD,2
THE LITTLE ROCK CAFE L,2
DISTRIB MARIANA,2
PANIF CONDESSA,2
SODIE DOCES   DIADEMA,2
UNI CASA PRESENTES E D,2
FILIAL 29 GRAMADO CENT,2
POSTO ATLANTIDA,2
FARMAGRI,2
MANIA DE CALCADOS SJB,2
A S LUZ LUZ LTD,2
SENSEI GRILL SUSHI,2
LOJAS AMERICANAS  364,2
Google Tinder,2
LUVIT,2
AUTOPISTA GUADALMEDINA,2
PICPAY *TK1 PGTOCONTA,2
BOMPRECO B514 PITUBA,2
ANDREIA GIL,2
SUPERMERCADO BAHAMAS L,2
PAYPAL *NOIZ.GR,2
RECARGATIM  *279998216,2
POSTO DAS NACOES LTDA,2
VM FOODS,2
COMERCIAL KALU,2
GOL TRANSP A*GNB1VTBRA,2
SIMONE FESTAS,2
RAQUEL TALACIMON   RES,2
FRIGO FRANGO,2
BUNKER BEACH SOTOGRANDE,2
R4 SUPLEMENTOS,2
JonathanClemente,2
DISTRIB RIBEIRO,2
SEQUOIA-WUKSACHI LODGI,2
TRES PEIXES LTDA - ME,2
PANVEL FILIAL 366,2
NINJA CORTTES,2
HT Adestra Descompl,2
GRAFER COMERCIAL,2
REI DO ESPETAO NH,2
FranciscaEvelineA,2
EMPORIO JARDIM EUROPA,2
LucianaCristinaAi,2
LOJAS AMERICANAS PETRO,2
MOTOTURBO GO,2
PP*4733CODE,2
UOLDOMINIOS,2
CLINICA POTIGUAR IMAGE,2
DJAPA MOEMA,2
PizzariaDiGennaro,2
DECIMA HORA,2
LinxPay*KALILANDIA POS,2
VARANDA BAR  ESPETARIA,2
ESTAPAR POMPEIA,2
TRAPEZIO AUTO POSTO LT,2
RESTAURANTE E PIZZARIA,2
KIREY PERFUMARIA,2
PANIF CHANTILLY,2
FARMANOSSA SOLAR,2
99* TOP 27Mai 09h14min,2
PostoParada,2
ISMAEL SUPERMERCADOS,2
01 MAKRO BARAJAS,2
ARMAZEM DO CRIADOR,2
POSTO CARRETEIRO 2,2
POSTO CATAVENTO,2
ALL SEGS EXPRESS LTDA,2
LATICINIOS GUAREI LTDA,2
QUITANDA SAO JOAO,2
GRANDE PARADA SUL COME,2
UNIMAR SUPERMRCADO,2
